date,timestamp,stress_level,source,derived_timestamp
2025-12-27,2025-12-26T23:00:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-26T23:03:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-26T23:06:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-26T23:09:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-26T23:12:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-26T23:15:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-26T23:18:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-26T23:21:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-26T23:24:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-26T23:27:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-26T23:30:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-26T23:33:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-26T23:36:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-26T23:39:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-26T23:42:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-26T23:45:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-26T23:48:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-26T23:51:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-26T23:54:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-26T23:57:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T00:00:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T00:03:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T00:06:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T00:09:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T00:12:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T00:15:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T00:18:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T00:21:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T00:24:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T00:27:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T00:30:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T00:33:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T00:36:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T00:39:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T00:42:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T00:45:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T00:48:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T00:51:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T00:54:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T00:57:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T01:00:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T01:03:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T01:06:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T01:09:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T01:12:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T01:15:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T01:18:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T01:21:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T01:24:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T01:27:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T01:30:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T01:33:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T01:36:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T01:39:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T01:42:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T01:45:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T01:48:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T01:51:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T01:54:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T01:57:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T02:00:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T02:03:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T02:06:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T02:09:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T02:12:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T02:15:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T02:18:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T02:21:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T02:24:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T02:27:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T02:30:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T02:33:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T02:36:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T02:39:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T02:42:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T02:45:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T02:48:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T02:51:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T02:54:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T02:57:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T03:00:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T03:03:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T03:06:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T03:09:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T03:12:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T03:15:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T03:18:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T03:21:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T03:24:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T03:27:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T03:30:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T03:33:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T03:36:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T03:39:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T03:42:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T03:45:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T03:48:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T03:51:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T03:54:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T03:57:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T04:00:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T04:03:00+00:00,-1,stressValuesArray,False
2025-12-27,2025-12-27T04:06:00+00:00,-1,stressValuesArray,False
