date,timestamp,stress_level,source,derived_timestamp
2025-12-19,2025-12-18T23:00:00+00:00,28,stressValuesArray,False
2025-12-19,2025-12-18T23:03:00+00:00,31,stressValuesArray,False
2025-12-19,2025-12-18T23:06:00+00:00,31,stressValuesArray,False
2025-12-19,2025-12-18T23:09:00+00:00,30,stressValuesArray,False
2025-12-19,2025-12-18T23:12:00+00:00,18,stressValuesArray,False
2025-12-19,2025-12-18T23:15:00+00:00,24,stressValuesArray,False
2025-12-19,2025-12-18T23:18:00+00:00,24,stressValuesArray,False
2025-12-19,2025-12-18T23:21:00+00:00,25,stressValuesArray,False
2025-12-19,2025-12-18T23:24:00+00:00,25,stressValuesArray,False
2025-12-19,2025-12-18T23:27:00+00:00,25,stressValuesArray,False
2025-12-19,2025-12-18T23:30:00+00:00,17,stressValuesArray,False
2025-12-19,2025-12-18T23:33:00+00:00,13,stressValuesArray,False
2025-12-19,2025-12-18T23:36:00+00:00,17,stressValuesArray,False
2025-12-19,2025-12-18T23:39:00+00:00,21,stressValuesArray,False
2025-12-19,2025-12-18T23:42:00+00:00,19,stressValuesArray,False
2025-12-19,2025-12-18T23:45:00+00:00,17,stressValuesArray,False
2025-12-19,2025-12-18T23:48:00+00:00,13,stressValuesArray,False
2025-12-19,2025-12-18T23:51:00+00:00,13,stressValuesArray,False
2025-12-19,2025-12-18T23:54:00+00:00,11,stressValuesArray,False
2025-12-19,2025-12-18T23:57:00+00:00,20,stressValuesArray,False
2025-12-19,2025-12-19T00:00:00+00:00,19,stressValuesArray,False
2025-12-19,2025-12-19T00:03:00+00:00,20,stressValuesArray,False
2025-12-19,2025-12-19T00:06:00+00:00,17,stressValuesArray,False
2025-12-19,2025-12-19T00:09:00+00:00,17,stressValuesArray,False
2025-12-19,2025-12-19T00:12:00+00:00,19,stressValuesArray,False
2025-12-19,2025-12-19T00:15:00+00:00,22,stressValuesArray,False
2025-12-19,2025-12-19T00:18:00+00:00,19,stressValuesArray,False
2025-12-19,2025-12-19T00:21:00+00:00,25,stressValuesArray,False
2025-12-19,2025-12-19T00:24:00+00:00,36,stressValuesArray,False
2025-12-19,2025-12-19T00:27:00+00:00,-1,stressValuesArray,False
2025-12-19,2025-12-19T00:30:00+00:00,22,stressValuesArray,False
2025-12-19,2025-12-19T00:33:00+00:00,34,stressValuesArray,False
2025-12-19,2025-12-19T00:36:00+00:00,27,stressValuesArray,False
2025-12-19,2025-12-19T00:39:00+00:00,20,stressValuesArray,False
2025-12-19,2025-12-19T00:42:00+00:00,23,stressValuesArray,False
2025-12-19,2025-12-19T00:45:00+00:00,20,stressValuesArray,False
2025-12-19,2025-12-19T00:48:00+00:00,16,stressValuesArray,False
2025-12-19,2025-12-19T00:51:00+00:00,18,stressValuesArray,False
2025-12-19,2025-12-19T00:54:00+00:00,16,stressValuesArray,False
2025-12-19,2025-12-19T00:57:00+00:00,22,stressValuesArray,False
2025-12-19,2025-12-19T01:00:00+00:00,16,stressValuesArray,False
2025-12-19,2025-12-19T01:03:00+00:00,18,stressValuesArray,False
2025-12-19,2025-12-19T01:06:00+00:00,22,stressValuesArray,False
2025-12-19,2025-12-19T01:09:00+00:00,20,stressValuesArray,False
2025-12-19,2025-12-19T01:12:00+00:00,20,stressValuesArray,False
2025-12-19,2025-12-19T01:15:00+00:00,20,stressValuesArray,False
2025-12-19,2025-12-19T01:18:00+00:00,20,stressValuesArray,False
2025-12-19,2025-12-19T01:21:00+00:00,22,stressValuesArray,False
2025-12-19,2025-12-19T01:24:00+00:00,24,stressValuesArray,False
2025-12-19,2025-12-19T01:27:00+00:00,23,stressValuesArray,False
2025-12-19,2025-12-19T01:30:00+00:00,23,stressValuesArray,False
2025-12-19,2025-12-19T01:33:00+00:00,23,stressValuesArray,False
2025-12-19,2025-12-19T01:36:00+00:00,18,stressValuesArray,False
2025-12-19,2025-12-19T01:39:00+00:00,22,stressValuesArray,False
2025-12-19,2025-12-19T01:42:00+00:00,24,stressValuesArray,False
2025-12-19,2025-12-19T01:45:00+00:00,24,stressValuesArray,False
2025-12-19,2025-12-19T01:48:00+00:00,25,stressValuesArray,False
2025-12-19,2025-12-19T01:51:00+00:00,13,stressValuesArray,False
2025-12-19,2025-12-19T01:54:00+00:00,13,stressValuesArray,False
2025-12-19,2025-12-19T01:57:00+00:00,17,stressValuesArray,False
2025-12-19,2025-12-19T02:00:00+00:00,25,stressValuesArray,False
2025-12-19,2025-12-19T02:03:00+00:00,21,stressValuesArray,False
2025-12-19,2025-12-19T02:06:00+00:00,12,stressValuesArray,False
2025-12-19,2025-12-19T02:09:00+00:00,14,stressValuesArray,False
2025-12-19,2025-12-19T02:12:00+00:00,19,stressValuesArray,False
2025-12-19,2025-12-19T02:15:00+00:00,17,stressValuesArray,False
2025-12-19,2025-12-19T02:18:00+00:00,17,stressValuesArray,False
2025-12-19,2025-12-19T02:21:00+00:00,10,stressValuesArray,False
2025-12-19,2025-12-19T02:24:00+00:00,12,stressValuesArray,False
2025-12-19,2025-12-19T02:27:00+00:00,14,stressValuesArray,False
2025-12-19,2025-12-19T02:30:00+00:00,28,stressValuesArray,False
2025-12-19,2025-12-19T02:33:00+00:00,31,stressValuesArray,False
2025-12-19,2025-12-19T02:36:00+00:00,19,stressValuesArray,False
2025-12-19,2025-12-19T02:39:00+00:00,15,stressValuesArray,False
2025-12-19,2025-12-19T02:42:00+00:00,10,stressValuesArray,False
2025-12-19,2025-12-19T02:45:00+00:00,6,stressValuesArray,False
2025-12-19,2025-12-19T02:48:00+00:00,17,stressValuesArray,False
2025-12-19,2025-12-19T02:51:00+00:00,20,stressValuesArray,False
2025-12-19,2025-12-19T02:54:00+00:00,17,stressValuesArray,False
2025-12-19,2025-12-19T02:57:00+00:00,16,stressValuesArray,False
2025-12-19,2025-12-19T03:00:00+00:00,11,stressValuesArray,False
2025-12-19,2025-12-19T03:03:00+00:00,23,stressValuesArray,False
2025-12-19,2025-12-19T03:06:00+00:00,18,stressValuesArray,False
2025-12-19,2025-12-19T03:09:00+00:00,18,stressValuesArray,False
2025-12-19,2025-12-19T03:12:00+00:00,19,stressValuesArray,False
2025-12-19,2025-12-19T03:15:00+00:00,21,stressValuesArray,False
2025-12-19,2025-12-19T03:18:00+00:00,23,stressValuesArray,False
2025-12-19,2025-12-19T03:21:00+00:00,24,stressValuesArray,False
2025-12-19,2025-12-19T03:24:00+00:00,23,stressValuesArray,False
2025-12-19,2025-12-19T03:27:00+00:00,23,stressValuesArray,False
2025-12-19,2025-12-19T03:30:00+00:00,24,stressValuesArray,False
2025-12-19,2025-12-19T03:33:00+00:00,23,stressValuesArray,False
2025-12-19,2025-12-19T03:36:00+00:00,23,stressValuesArray,False
2025-12-19,2025-12-19T03:39:00+00:00,24,stressValuesArray,False
2025-12-19,2025-12-19T03:42:00+00:00,25,stressValuesArray,False
2025-12-19,2025-12-19T03:45:00+00:00,14,stressValuesArray,False
2025-12-19,2025-12-19T03:48:00+00:00,23,stressValuesArray,False
2025-12-19,2025-12-19T03:51:00+00:00,22,stressValuesArray,False
2025-12-19,2025-12-19T03:54:00+00:00,19,stressValuesArray,False
2025-12-19,2025-12-19T03:57:00+00:00,18,stressValuesArray,False
2025-12-19,2025-12-19T04:00:00+00:00,21,stressValuesArray,False
2025-12-19,2025-12-19T04:03:00+00:00,18,stressValuesArray,False
2025-12-19,2025-12-19T04:06:00+00:00,18,stressValuesArray,False
2025-12-19,2025-12-19T04:09:00+00:00,21,stressValuesArray,False
2025-12-19,2025-12-19T04:12:00+00:00,21,stressValuesArray,False
2025-12-19,2025-12-19T04:15:00+00:00,15,stressValuesArray,False
2025-12-19,2025-12-19T04:18:00+00:00,13,stressValuesArray,False
2025-12-19,2025-12-19T04:21:00+00:00,13,stressValuesArray,False
2025-12-19,2025-12-19T04:24:00+00:00,13,stressValuesArray,False
2025-12-19,2025-12-19T04:27:00+00:00,17,stressValuesArray,False
2025-12-19,2025-12-19T04:30:00+00:00,17,stressValuesArray,False
2025-12-19,2025-12-19T04:33:00+00:00,-1,stressValuesArray,False
2025-12-19,2025-12-19T04:36:00+00:00,-1,stressValuesArray,False
2025-12-19,2025-12-19T04:39:00+00:00,16,stressValuesArray,False
2025-12-19,2025-12-19T04:42:00+00:00,19,stressValuesArray,False
2025-12-19,2025-12-19T04:45:00+00:00,18,stressValuesArray,False
2025-12-19,2025-12-19T04:48:00+00:00,17,stressValuesArray,False
2025-12-19,2025-12-19T04:51:00+00:00,16,stressValuesArray,False
2025-12-19,2025-12-19T04:54:00+00:00,15,stressValuesArray,False
2025-12-19,2025-12-19T04:57:00+00:00,17,stressValuesArray,False
2025-12-19,2025-12-19T05:00:00+00:00,17,stressValuesArray,False
2025-12-19,2025-12-19T05:03:00+00:00,22,stressValuesArray,False
2025-12-19,2025-12-19T05:06:00+00:00,31,stressValuesArray,False
2025-12-19,2025-12-19T05:09:00+00:00,28,stressValuesArray,False
2025-12-19,2025-12-19T05:12:00+00:00,21,stressValuesArray,False
2025-12-19,2025-12-19T05:15:00+00:00,24,stressValuesArray,False
2025-12-19,2025-12-19T05:18:00+00:00,24,stressValuesArray,False
2025-12-19,2025-12-19T05:21:00+00:00,26,stressValuesArray,False
2025-12-19,2025-12-19T05:24:00+00:00,25,stressValuesArray,False
2025-12-19,2025-12-19T05:27:00+00:00,23,stressValuesArray,False
2025-12-19,2025-12-19T05:30:00+00:00,21,stressValuesArray,False
2025-12-19,2025-12-19T05:33:00+00:00,-1,stressValuesArray,False
2025-12-19,2025-12-19T05:36:00+00:00,-1,stressValuesArray,False
2025-12-19,2025-12-19T05:39:00+00:00,-2,stressValuesArray,False
2025-12-19,2025-12-19T05:42:00+00:00,77,stressValuesArray,False
2025-12-19,2025-12-19T05:45:00+00:00,-1,stressValuesArray,False
