date,timestamp,stress_level,source,derived_timestamp
2025-12-20,2025-12-19T23:00:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-19T23:03:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-19T23:06:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-19T23:09:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-19T23:12:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-19T23:15:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-19T23:18:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-19T23:21:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-19T23:24:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-19T23:27:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-19T23:30:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-19T23:33:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-19T23:36:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-19T23:39:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-19T23:42:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-19T23:45:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-19T23:48:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-19T23:51:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-19T23:54:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-19T23:57:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T00:00:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T00:03:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T00:06:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T00:09:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T00:12:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T00:15:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T00:18:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T00:21:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T00:24:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T00:27:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T00:30:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T00:33:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T00:36:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T00:39:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T00:42:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T00:45:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T00:48:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T00:51:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T00:54:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T00:57:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T01:00:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T01:03:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T01:06:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T01:09:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T01:12:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T01:15:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T01:18:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T01:21:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T01:24:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T01:27:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T01:30:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T01:33:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T01:36:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T01:39:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T01:42:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T01:45:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T01:48:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T01:51:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T01:54:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T01:57:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T02:00:00+00:00,-1,stressValuesArray,False
2025-12-20,2025-12-20T02:03:00+00:00,-1,stressValuesArray,False
